,pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9,class
0,-0.9615309959173653,0.164625385507208,1.5965214861082162,1.905671474447234,-1.636282148352532,2.1059148933209815,-1.0510435449530708,-0.5711130879646477,-0.9316515938552195,1.0
1,-2.3100008225881643,0.2757958923478188,2.994185247749486,-1.1974821279577754,-0.16874616813562895,1.2941399260943462,0.5403261623163661,-0.773293818966166,1.900941372511925,1.0
2,1.853351725578512,-0.890918114128458,0.8703528521600665,-0.9805250605573256,-0.00948793165084109,0.15570489554786182,2.0225392614248947,-0.9315557005759437,0.4156800349043568,1.0
3,-0.4544967270840101,-2.1249627362596257,1.0792547408942301,1.3713040903217824,0.059645349746394946,-0.8828524760573363,0.8273216803353863,-0.17027156052474626,1.773443132483912,1.0
4,-0.8381119796181573,0.200830268566867,0.874299655972032,1.2629551475632954,0.758033334247766,-1.174129807835772,-1.3413874371824794,1.516528606936241,1.6691583328386512,1.0
5,-0.31481957631027585,1.181823682580298,-0.9238743132541498,-1.2986868408623997,-1.4261211319848992,0.9471542150798492,0.8903718897681212,1.6056184039863757,0.14640720614675565,1.0
6,-1.1348270701651455,-0.43797313522946146,-0.2853140368957621,-0.04253975196951628,0.7761703156504093,-0.0426622360503903,-0.55644341629286,0.40887968496554433,-0.9269595968032809,1.0
7,-0.6653317066113512,0.002242990024610403,1.109344307159262,-1.0263953508110197,-0.5387631290234226,0.5993240598412037,-2.122078329610796,-0.5142737305733966,-1.9877946550911127,1.0
8,-0.25227413849371605,-1.4169331076527392,-1.4541964570385966,2.2216620640478224,0.7589521581910648,-1.233055777282788,-0.9064909709207198,-0.42863640988901186,-0.2530002691907168,1.0
9,-0.9880226460588889,-2.269745334808821,-0.027624419318310955,0.25640536193983776,-0.20101023491600012,-0.4243165610020655,2.251343553476471,-1.5090824250466386,-0.5893527962830264,1.0
10,2.072331955766325,2.6842887301443734,0.6389204104048923,0.2535092479687541,-0.8864842130991426,2.133315500693776,-0.8247796202329449,-0.9875868593795779,0.32767569890881226,1.0
11,0.6562724528242481,-2.257261838177401,1.7395267155705667,1.0257738180676854,-1.370718393978992,2.3861867699019306,-1.2573886827278355,-1.4024611791913024,-1.077994341268093,1.0
12,0.48462849041031425,0.12792055304955233,1.8638733928303906,-1.9619997889663892,1.057236308474942,1.9239454162812035,-2.12532672287641,0.6954797799112762,0.9390462967881544,1.0
13,-0.14686628102064975,1.9330703971945271,0.6189182245552609,-0.5215278124416306,0.5194557162891985,-0.41668355435191545,1.2419879232914766,0.8417529959186226,0.968213938928886,1.0
