,IP_ES_25_N1,Z1_IB_10_N1,Z1_IB_5_N1,Gs(U)_IB_68_N1,Z1_NO_sideR35_CV,Z2_NO_AHR_CV,Gs(U)_NO_ALR_SI71,Z3_NO_UCR_S,Pb_NO_PCR_V,class
0,-0.07627155870918022,-0.1021532796930176,-1.574737865466869,0.017571084916322966,1.2436277104733287,-1.6917091813236993,-0.09368342915769735,0.13163093906953247,0.7634388187648417,1.0
1,-1.3321389979591705,-1.4852638479182152,1.714936381562074,0.8143853327639221,1.656174367606579,0.8117058973582351,1.1426438221088417,0.6675327681685871,0.7634388187648417,1.0
2,-0.4465914446418688,-0.40592055402285104,-0.08990435318921405,0.8143853327639221,-0.5440744704374202,-0.1616250441166811,0.8335620092922069,-1.042249258004587,-1.2011154266853807,1.0
3,0.7448725361850436,-1.5951371173566653,1.4269298813358051,0.017571084916322966,2.8152340233619,-0.1616250441166811,-1.948174306057504,0.8206475764826027,0.7634388187648417,1.0
4,0.020333628925435193,-0.2378790831169861,-1.1779289095995644,0.017571084916322966,0.5756950274956865,-0.1616250441166811,0.5244801964755721,1.1438899495899688,-1.2011154266853807,1.0
5,0.020333628925435193,-0.5868882919214752,-0.7747198092827874,1.6111995806115222,-0.13152781330417046,-0.1616250441166811,1.4517256349254763,0.2252010997058754,-1.2011154266853807,1.0
6,1.7914287355600358,0.8479273442747572,0.306904602678091,0.017571084916322966,-0.13152781330417046,-0.1616250441166811,1.1426438221088417,0.6845455246479222,0.7634388187648417,1.0
7,0.020333628925435193,1.6945978323004625,-0.09630449763868656,0.017571084916322966,-0.08568929584492029,0.9696500663602499,1.4517256349254763,0.778115685284265,2.7279930642150636,1.0
8,0.020333628925435193,-0.4123836875192303,-0.1347053643355228,0.017571084916322966,-1.0024596450299201,-1.5693024503471382,-0.7118470547909669,0.6760391464082547,0.7634388187648417,1.0
9,-0.06017069410341146,-1.0393076366680352,-0.09630449763868656,0.017571084916322966,1.4990137363177218,-0.26428875396799073,-1.0209288676076016,0.7611029288049299,0.7634388187648417,1.0
10,-0.929617382814943,-0.4123836875192303,0.2493033026328372,-0.7792431629312767,1.1192088773696505,-0.1616250441166811,0.8335620092922069,-1.2123768227979377,-1.2011154266853807,1.0
11,-0.28558279858417834,2.127627776557884,-0.2947089755723391,0.8143853327639221,2.2979136120360786,-0.8407849708253449,0.5244801964755721,-0.9316663408889092,0.7634388187648417,1.0
12,-0.2694819339784096,1.5394826283873562,0.9853199143221912,-0.7792431629312767,0.6215335449549366,0.9854444832604513,0.8335620092922069,-1.152832175120265,0.7634388187648417,1.0
13,-1.2355338103245552,-1.0522339036607937,-0.5443146091017718,-1.5760574107788765,0.4578245540290438,1.7218591712323454,0.5244801964755721,0.5484434728132416,-1.2011154266853807,1.0
14,-1.6058536962572452,1.1129158176263139,0.4477077805664886,0.017571084916322966,-0.13152781330417046,-1.6068141904851163,-0.4027652419743321,0.8546730894412728,0.7634388187648417,1.0
15,0.020333628925435193,0.25331906260785014,0.8445167364337937,-0.7792431629312767,-0.13152781330417046,-0.5782027898594952,-0.7118470547909669,1.2034345972676417,0.7634388187648417,1.0
16,0.020333628925435193,2.06299644159409,0.26210359153178225,1.6111995806115222,-0.13152781330417046,-0.29192898354334335,0.5244801964755721,0.8546730894412728,-1.2011154266853807,1.0
17,-1.573651967045706,-0.1021532796930176,-0.09630449763868656,1.6111995806115222,-0.13152781330417046,0.09503423051159292,-0.09368342915769735,-0.20862419051716882,0.7634388187648417,1.0
18,1.694823547925422,-0.1021532796930176,-0.09630449763868656,-1.5760574107788765,-0.5571711897114917,-0.1616250441166811,-0.09368342915769735,-1.1698449315996,0.7634388187648417,1.0
19,0.020333628925435193,-0.1021532796930176,-1.6323391655121227,0.017571084916322966,-0.13152781330417046,-0.6571748743605025,-1.0209288676076016,0.6760391464082547,0.7634388187648417,1.0
20,0.020333628925435193,-0.1021532796930176,-0.09630449763868656,0.017571084916322966,-0.13152781330417046,-0.5939972067596967,1.1426438221088417,0.8801922241602754,-1.2011154266853807,1.0
21,-0.8330121951803275,-0.12154268018215662,-0.09630449763868656,0.017571084916322966,-0.845299013741063,0.000267729110384042,-0.09368342915769735,1.0843453019122962,0.7634388187648417,1.0
22,1.8397313293773434,-0.1021532796930176,-1.19072919849851,0.017571084916322966,-0.13152781330417046,0.13649457487462185,-1.948174306057504,0.4718860686562339,-1.2011154266853807,1.0
23,0.020333628925435193,0.7251278078435485,0.7421144252422311,-1.5760574107788765,-0.13152781330417046,-0.1616250441166811,0.5244801964755721,-1.4165299005499583,0.7634388187648417,1.0
24,0.10083795195428041,-0.47701502248302435,0.3133047471275635,0.017571084916322966,-0.13152781330417046,-0.38866978705707733,-1.0209288676076016,0.4974052033752365,-1.2011154266853807,1.0
25,0.18134227498312563,-1.09747583813545,-2.0227479769299546,-1.5760574107788765,-0.026754059111598977,1.3645104888652868,1.1426438221088417,0.8376603329619378,0.7634388187648417,1.0
26,-0.027968964891872512,-0.1021532796930176,0.4477077805664886,1.6111995806115222,0.9620482460807933,-0.1616250441166811,-1.0209288676076016,-1.7823041648556626,0.7634388187648417,1.0
27,0.020333628925435193,-1.1168652386245876,-0.9283232760701311,-0.7792431629312767,-0.13152781330417046,-0.1616250441166811,2.0698892605587424,0.9652560065569507,-1.2011154266853807,1.0
28,2.0651434338581103,-1.1233283721209675,-0.32670969781970166,-0.7792431629312767,-0.13152781330417046,-0.1616250441166811,0.2153983836589374,0.6760391464082547,0.7634388187648417,1.0
29,0.020333628925435193,-1.4852638479182152,0.5949111029043599,0.8143853327639221,0.3595991594735079,-0.1616250441166811,1.4517256349254763,-0.8125770455335636,-1.2011154266853807,1.0
30,1.2278984743581178,0.5376969364485458,-1.8435439323447202,-0.7792431629312767,0.08456805471800807,2.2647922521767714,-0.09368342915769735,-1.6291893565416466,-1.2011154266853807,1.0
31,0.020333628925435193,-0.7355403623382016,0.1469009914412747,0.017571084916322966,-0.13152781330417046,-0.22282840960496184,-0.7118470547909669,0.3527967733008883,0.7634388187648417,1.0
32,-1.0745251642668647,0.8156116767928608,-0.09630449763868656,0.017571084916322966,-0.13152781330417046,-0.1616250441166811,0.5244801964755721,-1.2293895792772727,0.7634388187648417,1.0
33,0.020333628925435193,-0.8648030322657903,0.6781129807475048,-1.5760574107788765,-0.7929121366447772,0.6892991663816735,1.4517256349254763,-1.3484788746326182,-1.2011154266853807,1.0
34,-1.2033320811130177,0.07235132470922663,2.342150537610394,1.6111995806115222,0.5625983082216147,1.0900824952242862,-0.09368342915769735,-0.11505402988082593,0.7634388187648417,1.0
