,pca-1,pca-2,pca-3,pca-4,pca-5,pca-6,pca-7,pca-8,pca-9,class
0,-0.9565616527583309,0.13670001833008993,1.5735622542458363,1.907005965652258,-1.53338496983622,2.0850687670578187,-0.8935048073763464,0.8126903086681089,-1.200827137644502,1.0
1,-2.3194971799805657,0.29888696245969465,2.94669451605334,-1.2076847178865815,-0.16597794621687592,1.1663070935151483,0.4637206409149761,0.9933115672825049,2.2126163660934335,1.0
2,1.835022301006554,-0.9144897780514578,0.883589222267479,-0.942101756734206,-0.018344750033507922,-0.16541058422075702,1.9809368857541214,1.4475201688801502,0.3293854266345758,1.0
3,-0.4254893354098384,-2.108732894934754,1.064537033061509,1.2790807722536726,0.26028576762973726,-0.8902344312038809,0.9410928457885851,0.44158625528979417,2.1068803459965637,1.0
4,-0.8327738829860111,0.1591521498436482,0.8603328033802989,1.324672349505996,0.778527354702875,-1.3096336775839559,-1.160980868224233,-1.4984413531473515,1.7101923342047889,1.0
5,-0.32870588871450623,1.1899768641298496,-0.8938526197236195,-1.276697338644421,-1.485912540704927,0.5949359046260605,0.9181531465870737,-1.4307579419613399,0.2794722544281121,1.0
6,-1.1449289110945757,-0.410233725070543,-0.2755008845564223,-0.0601431212856747,0.7412106347410274,-0.17566725209616238,-0.7083219027737753,-0.6617109889694788,-0.6847879520768677,1.0
7,-0.6929270489763288,-0.036288454142058155,1.1320917990392168,-0.9938021650262406,-0.642348772988195,0.6762229364287649,-2.133774835955036,0.2877651778288127,-2.1685219634293094,1.0
8,-0.24883566271195176,-1.4474627753445175,-1.4684125552105742,2.2299599560308705,0.8301430285976653,-1.2804741577662175,-0.8588818994479137,0.5163393446674861,-0.32498773644726964,1.0
9,-0.9649698427887423,-2.2201568911386933,-0.06196992568400528,0.280606363361418,-0.11081136980242527,-0.5845719082702517,2.153578559921053,1.3364175557860791,-0.3354197521940597,1.0
10,2.0941499672564987,2.7484672290695547,0.6125199469590878,0.1726621276959634,-0.8400706432147668,2.0849467259693553,-0.9234071852883967,0.7880715157826607,0.5708858303022706,1.0
11,0.6532008042592133,-2.280355121712108,1.7259932123598614,1.090720124114226,-1.4241007743348133,2.323467784625576,-1.2977320762851992,0.9925625896807262,-1.1796235586494335,1.0
12,0.49287358548695004,0.140480909579267,1.831010033667544,-1.9603846429409826,0.993617725894652,2.180660495690924,-2.076979752282419,-1.0451563536121424,1.0381112318820431,1.0
13,-0.1344637575952195,1.8749625996883577,0.6697267105119667,-0.49649079938891694,0.4982899784116718,-0.3996644215565284,1.4581210184624362,-0.7200008081351906,0.6130219210608481,1.0
14,-0.8129395093306875,-0.14893263766039722,-0.8357976061537302,1.8200101766781336,-0.9212838524485297,1.194723604684369,-0.15735184751714204,1.4651753488705335,-1.1531106206967157,1.0
15,-1.5276633326796825,-0.060198964489229866,-1.4620804945645842,0.9024636699437365,-0.21277806889518322,-0.3560984357957353,0.7549979871198121,0.21696780316981165,0.15977612082092169,1.0
16,-0.5929750585660198,-0.2807122874462295,-1.6597988546294231,-2.2991086496847406,-0.6992720626744275,0.9140045361652982,-0.483316682465947,1.7771623790002467,-0.22104775836796647,1.0
