,pca-cosine13,pca-cosine18,pca-cosine15,pca-cosine12,pca-cosine26,class
0,0.07486201538617235,-1.7116865130911694,0.580044671131642,-0.5966100519181237,-0.04743577471700328,1.0
1,-0.6042570450113993,0.7345976155981662,0.030086326724794218,-0.14495560785172348,0.013837142431052649,1.0
2,-1.1346466404922506,-0.1563162553658175,-0.4731947304458665,0.4940194427964935,0.1286583035774811,1.0
3,0.08477297163432768,-0.14589512455760553,-0.023010359226360026,-0.16353181280305806,0.8933172917474153,1.0
4,0.12664085436831896,-0.15553151352298153,1.4751618560735271,-0.19243560104681712,0.8226387747171386,1.0
5,0.9007950452657216,-0.15667176468065602,0.22077775430395874,0.3648627529925023,-0.004676776475451325,1.0
6,0.17385239612403258,-0.21758980590045413,-0.6611200274538833,-0.630454328869966,-0.9312729348251804,1.0
7,-2.452126125082257,1.047343806366438,-0.4013945343326357,0.1606473714532534,-0.6794281111006993,1.0
8,0.1378554782932294,-1.7661508719025467,0.9870961787245052,-1.8715758505441416,0.002305264100919413,1.0
9,0.10372170424586882,-0.2864322372736521,0.04082540543653123,-1.2065883761828742,0.3487586698818981,1.0
10,1.0952525127631516,-0.11582433107216895,0.3356992776511939,0.485437263724209,-2.053263106523386,1.0
11,0.061665178857679574,-0.7705445902469503,-0.15228157625829347,-0.8479382710147918,-0.1143518758538436,1.0
12,-0.2423530103625089,0.9648908483118516,0.9968651044903856,0.7077427996864696,-0.262290775005751,1.0
13,0.16358548663221245,1.8845442539402413,0.6363397264734942,2.13358360309324,-0.017735857033422283,1.0
14,-2.694927743695212,-1.54260025462069,0.4199175707384333,-0.8950747209890293,-0.09491723947967383,1.0
15,0.18320410229647205,-0.8594273524524422,1.2926140817892402,-0.5686609016815076,0.42749700199512297,1.0
16,0.5703562984561314,-0.2947553048765533,-1.469494166552472,0.4647504148739814,-0.9837555576535619,1.0
17,0.3780943191662092,0.11379139071356392,-0.8511642842905166,-0.7366363081351663,0.9558457480135946,1.0
18,-2.9983393018898217,-0.16499772791232722,0.3396621684244636,0.08176704665967481,-0.961867689740768,1.0
19,0.14154316125191874,-0.818998135931137,0.5657970023679968,-0.5124167359459056,-1.2899325167433666,1.0
20,0.6693160650773332,-0.6443710784972476,-0.5077946173863648,0.8941480157529197,0.5666888694426084,1.0
21,1.2761929321922545,0.027271172485268697,0.013611632370199469,0.6335227212255023,-0.38813091186463017,1.0
22,0.06207979046674346,0.09486830146032796,1.509707618225005,-1.0732023371138115,1.4523276630602988,1.0
23,-0.22428824686988094,-0.1338289916145725,-1.4245106175376652,-0.17122976449110586,-0.6496597277902246,1.0
24,0.0645530430665461,-0.3320158929131968,0.5721009837769935,-0.4497415702787197,0.0071417908243869435,1.0
25,0.131228002517623,1.4633054428920012,0.9602239804990692,-0.16031475469230733,0.019117689541062938,1.0
26,0.858608386310043,-0.13941678674752875,0.5525994118722799,-0.9749107300361852,0.3112910624646269,1.0
27,1.1425037131245128,-0.15752886253105708,0.022245935561126858,-0.1911645576747871,-1.8812879796552715,1.0
28,0.10914090574911832,-0.14081782974151547,0.9917264222472192,-0.7640262237478939,-1.4184387479327736,1.0
29,0.5459449003650403,-0.1504850270284867,-0.5002385929216899,0.1109583454496899,-0.8217432708423542,1.0
30,0.6222471729654782,1.8600141744230292,0.802793836729361,0.2775877956142537,-0.9240237552015904,1.0
31,0.14769335794747465,-0.2790254598797952,-0.6676564281966895,-1.1202693401508628,0.005493435631517663,1.0
32,1.1191440349231407,-0.14654655525794674,-0.0030351401701389225,-0.1844541381762378,-0.3112220798346028,1.0
33,1.874626363570808,0.6449713858644012,1.2650898701897435,-0.1311333119442846,-1.9517690973249708,1.0
34,1.6231417652806257,1.1750555728916985,0.05130823321885347,1.1412936317317073,-0.32143081905536386,1.0
35,0.11824463690138888,-0.13565800909968334,0.1732002563585526,-0.20552863082969647,0.3846209577713161,1.0
36,1.3981253206899122,0.5804512746381423,0.4201329243452977,-0.1335722212806827,-0.0383030139365471,1.0
37,0.32200105809495444,-0.20139380733001605,1.696160269433282,0.18655489808916825,-1.2896428545095089,1.0
38,0.8161819259771441,-0.1494657403031161,1.9537354830455258,-0.1925530434903709,-0.6430139553386645,1.0
39,-0.1446242868756561,0.8873886784124845,1.4002459368276563,-0.17822751246894192,0.0026843676422392553,1.0
40,-0.12189617096253205,1.1029042493585115,0.022900736508519724,-0.5472299186571583,-1.8113054570862768,1.0
41,-2.7190925277854685,0.8568480723537487,0.22719018902972626,2.087949001336796,-1.0597792064760938,1.0
42,1.349928491318617,-0.12819527218069338,1.3278347133544937,-0.2352473614613459,-0.2075465278482993,1.0
43,0.12336178608310992,-1.8862290621802535,0.13546637892905575,-0.1768735977756479,-0.14004516834149466,1.0
